name,online_order,book_table,rate,votes,location,rest_type,cuisines,approx_cost,listed_in(type)
Cafe Arabica,No,No,3.8,69,Bannerghatta Road,"Cafe, Bakery","Cafe, Bakery, Arabian, Fast Food",700,Desserts
Sri Annapoorna Bajji Center,No,No,3.9,15,Jayanagar,"Sweet Shop, Quick Bites","Mithai, Street Food",100,Desserts
Brownie Points,Yes,No,3.8,26,Koramangala 4th Block,Bakery,"Bakery, Desserts",300,Desserts
Lassi Corner,Yes,No,3.5,16,Koramangala 5th Block,Beverage Shop,"Beverages, Desserts",150,Desserts
Bunny Bakers,No,No,3.6,31,Jayanagar,Bakery,"Bakery, Fast Food",250,Desserts
Cold Stone Creamery,Yes,No,3.9,107,Bannerghatta Road,Dessert Parlor,"Ice Cream, Desserts",400,Desserts
The Donut Baker,No,No,3.8,62,Koramangala 7th Block,"Bakery, Dessert Parlor",Desserts,150,Desserts
Tummy Fuel,Yes,No,4.1,450,Jayanagar,Cafe,"Cafe, Beverages, Fast Food, Street Food",400,Desserts
Food Theory,No,No,2.5,58,HSR,Delivery,"Biryani, North Indian, Italian, Chinese, Sandwich, Desserts",500,Desserts
Karachi Bakery,Yes,No,3.4,8,Koramangala 5th Block,Bakery,"Bakery, Fast Food, Desserts",400,Desserts
Fudge,Yes,No,3.2,12,Jayanagar,Dessert Parlor,"Desserts, Momos",200,Desserts
Daily Bread,No,No,3.2,64,JP Nagar,"Bakery, Quick Bites","Bakery, Fast Food, Italian",600,Desserts
Dhaba Express,Yes,No,3.7,176,HSR,"Takeaway, Delivery","Biryani, Fast Food, North Indian, Chinese",400,Desserts
INDULGE by InnerChef,Yes,No,3.5,29,Koramangala 7th Block,Bakery,"Desserts, Bakery",400,Desserts
Venkateshwara Sweets and Restaurant,No,No,3.6,43,JP Nagar,"Casual Dining, Sweet Shop","South Indian, Mithai, Chinese, North Indian",400,Desserts
Uday Sweets,Yes,No,3.8,34,Koramangala 5th Block,Sweet Shop,"Mithai, Fast Food",250,Desserts
Multi Cakes,No,No,3.7,45,JP Nagar,Dessert Parlor,"Bakery, Desserts",200,Desserts
Cake Art,No,No,2.9,27,JP Nagar,"Bakery, Quick Bites",Bakery,400,Desserts
The Sandesh Factory,No,No,3.2,4,Bannerghatta Road,Sweet Shop,"Mithai, Desserts",150,Desserts
Gruhalakshmi Home Foods,Yes,No,3.3,5,Bommanahalli,Sweet Shop,Mithai,250,Desserts
Bake Addiction,Yes,No,4.1,95,JP Nagar,Bakery,"Bakery, Desserts",500,Desserts
Heritage Cafe,No,No,3.6,11,Jayanagar,Quick Bites,"Fast Food, Tea",200,Desserts
Mini Forest,No,No,3.3,6,JP Nagar,Quick Bites,"Fast Food, Desserts",500,Desserts
Good Bread,No,No,3.6,14,JP Nagar,Bakery,"Bakery, Desserts",300,Desserts
Adi's Cake N Cafe,No,No,3.3,4,Bannerghatta Road,Bakery,Bakery,400,Desserts
Bake The Cake,Yes,No,3.2,4,Bommanahalli,"Bakery, Beverage Shop","Bakery, Fast Food, Beverages",250,Desserts
Me And My Cake,No,No,3.2,4,Bommanahalli,Takeaway,"Bakery, Desserts",500,Desserts
Arafa Juice Center,No,No,3.5,10,Koramangala 5th Block,Quick Bites,"Juices, Desserts, Fast Food",250,Desserts
Shree Mithai,No,No,3.3,10,Koramangala 7th Block,"Quick Bites, Sweet Shop","Desserts, Street Food, Mithai",150,Desserts
Meraki Patisserie,No,No,3.3,6,Jayanagar,Bakery,"Bakery, Desserts",350,Desserts
Mist n Creams,No,No,3.6,10,Bannerghatta Road,Food Court,Ice Cream,400,Desserts
Niice Cream,No,No,3.8,38,Koramangala 5th Block,Dessert Parlor,"Ice Cream, Beverages, Desserts",400,Desserts
TGS Retails,No,No,3.3,4,HSR,"Takeaway, Delivery","Bakery, Desserts",600,Desserts
Cafe Choco Craze,No,No,3.7,9,Bannerghatta Road,Cafe,"Cafe, Fast Food, Desserts",400,Desserts
FrostBite,No,No,3.5,15,Koramangala 5th Block,"Dessert Parlor, Quick Bites","Desserts, Fast Food",400,Desserts
Mother Nature Kulfi,No,No,3.6,10,Jayanagar,Dessert Parlor,"Desserts, Ice Cream",200,Desserts
Squeez Juice Bars,No,No,3.3,10,Bannerghatta Road,Food Court,"Ice Cream, Juices",250,Desserts
Cafe Coffee Day,No,No,3.5,7,Jayanagar,Cafe,"Cafe, Fast Food",900,Desserts
Cream N Desserts,No,No,3.7,49,Koramangala 7th Block,"Dessert Parlor, Beverage Shop","Desserts, Beverages",400,Desserts
Cake Yard,No,No,2.9,30,Koramangala 7th Block,Dessert Parlor,Desserts,250,Desserts
Sangam Sweets,Yes,No,3.8,75,Koramangala 3rd Block,Sweet Shop,"Mithai, Street Food",200,Desserts
Antilla Aromas,Yes,No,3.7,22,Bannerghatta Road,Dessert Parlor,"Desserts, Ice Cream",300,Desserts
AB's - Absolute Barbecues,No,Yes,4.9,6375,BTM,Casual Dining,"European, Mediterranean, North Indian, BBQ",1600,Dine-out
The Globe Grub,No,Yes,4.4,201,BTM,Casual Dining,"Continental, North Indian, Asian, Italian",1300,Dine-out
Punjabi by Nature 2.0,Yes,Yes,4.2,3230,BTM,"Casual Dining, Microbrewery",North Indian,1600,Dine-out
"3B's - Buddies, Bar & Barbecues",No,Yes,4.4,1149,BTM,"Casual Dining, Bar","North Indian, Mediterranean, European, BBQ",1100,Dine-out
Pin Me Down,Yes,Yes,4.5,799,BTM,Casual Dining,"Continental, Mexican, Chinese, North Indian",800,Dine-out
Mudpipe Cafe,Yes,Yes,4.5,1874,BTM,Cafe,"Cafe, Continental, Burger",900,Dine-out
Malabar Bay,Yes,Yes,4.1,1541,BTM,Casual Dining,"Kerala, Seafood, Chinese, Biryani, Juices",800,Dine-out
BANGALORE BOX,Yes,Yes,4.1,624,BTM,"Casual Dining, Bar","Asian, Continental, Finger Food",1500,Dine-out
Fattoush,Yes,No,4.1,1272,BTM,Casual Dining,"Arabian, Mughlai, Biryani, North Indian, Chinese, Seafood",900,Dine-out
Gud Dhani,Yes,No,4.0,827,BTM,Casual Dining,Rajasthani,500,Dine-out
Beijing Bites,Yes,No,3.7,479,BTM,Casual Dining,"Chinese, Thai",850,Dine-out
Narmadha's Hyderabad Biriyani,No,No,3.9,204,BTM,Casual Dining,"Biryani, North Indian, Andhra",550,Dine-out
Savoury - Sea Shell Restaurant,Yes,No,3.9,467,BTM,Casual Dining,"Arabian, North Indian, Chinese, Fast Food",550,Dine-out
Hotel Godavari,Yes,No,3.9,222,BTM,Casual Dining,"Andhra, Chinese, North Indian, Biryani",500,Dine-out
Jose's Mess,No,No,4.3,315,BTM,Mess,"Kerala, South Indian, Biryani",300,Dine-out
Dadi's Dum Biryani,Yes,Yes,4.1,2724,BTM,Casual Dining,"Biryani, North Indian, Mughlai",800,Dine-out
Capsicum Family Restaurant,Yes,No,3.8,254,BTM,Casual Dining,"Biryani, North Indian",800,Dine-out
Polamma's Mess,Yes,No,4.2,185,BTM,Mess,"North Indian, Chinese, Biryani",300,Dine-out
Biryani Spot,Yes,No,3.5,9,BTM,Quick Bites,"South Indian, Biryani",300,Dine-out
KKR Foodies,Yes,No,3.7,37,BTM,Casual Dining,"Biryani, Chinese, Fast Food, North Indian",400,Dine-out
Savoury Restaurant,Yes,No,3.9,420,BTM,Casual Dining,"Arabian, North Indian, Chinese, Fast Food",800,Dine-out
Bathinda Junction,Yes,No,3.9,363,BTM,Casual Dining,North Indian,600,Dine-out
Pecos Hideout,No,Yes,4.0,165,BTM,Bar,Finger Food,1100,Dine-out
Ruh's Cafe,Yes,No,4.1,464,BTM,Cafe,"Cafe, American, Italian, Continental, Chinese",500,Dine-out
Swad Restaurant,Yes,No,3.7,115,BTM,Casual Dining,"Chinese, North Indian",550,Dine-out
King Punjabi Restaurant,No,No,3.8,52,BTM,Quick Bites,North Indian,300,Dine-out
New Kabab Plaza,Yes,No,3.7,135,BTM,Casual Dining,"North Indian, Chinese",500,Dine-out
A2B - Adyar Ananda Bhavan,Yes,No,3.8,685,BTM,Casual Dining,"South Indian, North Indian, Chinese, Street Food, Fast Food",400,Dine-out
Alankrutha,Yes,No,3.9,255,BTM,Casual Dining,"Andhra, Biryani, North Indian, Chinese",500,Dine-out
Thottathil Restaurant,No,No,3.8,69,BTM,Quick Bites,"Kerala, South Indian, Biryani",300,Dine-out
Bengali Fun Foods,Yes,Yes,3.9,65,BTM,Casual Dining,"Bengali, North Indian",600,Dine-out
Birinz,Yes,No,4.1,295,BTM,Casual Dining,"Biryani, Chinese, Mughlai, Fast Food, Kebab",700,Dine-out
Sankranthi Veg Restaurant,Yes,No,3.0,102,BTM,Casual Dining,"South Indian, North Indian, Chinese",600,Dine-out
Hiyar Majhe Kolkata,Yes,No,4.0,245,BTM,Quick Bites,"Bengali, North Indian",400,Dine-out
Royal View Restaurant,Yes,No,3.7,26,BTM,Casual Dining,"North Indian, Chinese, Arabian",700,Dine-out
Momoz,Yes,No,4.0,943,BTM,Casual Dining,"Chinese, Momos",600,Dine-out
New Gongura's,Yes,No,3.7,44,BTM,Casual Dining,"Andhra, Biryani, North Indian, Chinese",550,Dine-out
C. K. Mega Hot Food,Yes,No,3.9,100,BTM,Casual Dining,"Chinese, Momos",600,Dine-out
El Salver,Yes,Yes,3.9,74,BTM,Casual Dining,"Biryani, Chinese, Continental, North Indian, Kerala, South Indian",700,Dine-out
New Friends,Yes,No,3.8,273,BTM,Casual Dining,"North Indian, Continental, Chinese, Steak",900,Dine-out
Brother?s Bar & Kitchen,No,No,3.4,5,BTM,Casual Dining,"Chinese, North Indian",1000,Dine-out
Cafe Fattoush,Yes,No,3.8,24,BTM,Cafe,"Cafe, Lebanese",700,Dine-out
Royal Paris,Yes,No,3.9,68,BTM,Casual Dining,"North Indian, Arabian, Chinese",1000,Dine-out
Mecaf Family Restaurant,Yes,No,3.9,214,BTM,Casual Dining,"North Indian, Chinese, Fast Food, Rolls, Beverages",600,Dine-out
RBP Greens Garden,Yes,No,2.7,48,BTM,Casual Dining,"North Indian, Chinese",700,Dine-out
Punjabi Swag,Yes,No,3.9,670,BTM,Casual Dining,North Indian,500,Dine-out
Hyderabadi Biryani Hub,Yes,No,3.6,218,BTM,Casual Dining,"Biryani, North Indian, Chinese",600,Dine-out
Shagun Sweets & Foods,Yes,No,3.5,221,BTM,"Sweet Shop, Quick Bites","Mithai, North Indian, Street Food, Chinese",400,Dine-out
Black Cup Cafe,Yes,No,3.6,19,BTM,Cafe,"Cafe, Fast Food, Beverages",400,Dine-out
Tandoor Garden,Yes,No,3.6,71,BTM,Quick Bites,"North Indian, Chinese, Kebab",350,Dine-out
Xpress Chai,Yes,No,3.7,31,BTM,Beverage Shop,Tea,150,Dine-out
Hang10 Resto N Cafe,Yes,No,3.8,100,BTM,Cafe,"Cafe, North Indian, Chinese",700,Dine-out
Modern Restaurant,Yes,No,3.1,18,BTM,Casual Dining,"North Indian, Chinese",450,Dine-out
Sri Vishnu Park,Yes,No,3.8,99,BTM,Casual Dining,"South Indian, North Indian, Chinese",350,Dine-out
Yeti,No,No,3.7,22,BTM,"Quick Bites, Dessert Parlor","Fast Food, Desserts, Ice Cream",300,Dine-out
The Biryani Story,No,No,4.4,76,BTM,Casual Dining,"Biryani, North Indian, Chinese, Mughlai",600,Dine-out
Sai Mango Tree,Yes,No,3.6,45,BTM,Casual Dining,"Biryani, Hyderabadi, Chinese",500,Dine-out
New Surya Sweets & Snacks,No,No,3.5,7,BTM,Sweet Shop,"Mithai, Fast Food",300,Dine-out
Avon Bar & Kitchen,No,No,3.7,104,BTM,Casual Dining,"Andhra, Chinese, North Indian",700,Dine-out
Krishna Vaibhava,Yes,No,3.5,40,BTM,Casual Dining,"North Indian, South Indian",350,Dine-out
Abhiruchi Hotel,Yes,No,3.5,735,BTM,Casual Dining,"Andhra, Biryani, Chinese, North Indian, Seafood, South Indian",600,Dine-out
Zam Zam Darbar,No,No,2.9,84,BTM,Casual Dining,"North Indian, Biryani, Chinese",500,Dine-out
Kullad Cafe,Yes,No,3.9,331,BTM,Cafe,"North Indian, Cafe, Fast Food, Beverages",200,Dine-out
Trippy Paradise,Yes,No,2.6,60,BTM,Cafe,Cafe,900,Dine-out
Indus Family Restaurant,Yes,No,3.8,117,BTM,Casual Dining,"North Indian, Biryani",600,Dine-out
On The Nose,Yes,No,3.8,613,BTM,Cafe,"Cafe, Italian, Mexican, Chinese",600,Dine-out
Mayur,No,No,3.6,18,BTM,Casual Dining,"Andhra, North Indian, Chinese",500,Dine-out
Akshaya Grand,Yes,No,3.4,29,BTM,Casual Dining,North Indian,750,Dine-out
Brewz Coffee,Yes,No,3.0,61,BTM,Cafe,Cafe,650,Dine-out
Bakers Town,Yes,No,3.6,41,BTM,Cafe,"Cafe, Continental, Fast Food",600,Dine-out
Cafe Orio,No,No,4.0,147,BTM,Cafe,"Cafe, Fast Food",400,Dine-out
Kannoor Restaurant,Yes,No,3.1,18,BTM,Casual Dining,"Kerala, Chinese, South Indian, North Indian",500,Dine-out
Sai Abhiruchi,Yes,No,3.8,337,BTM,Casual Dining,"Andhra, North Indian, Biryani",800,Dine-out
Dilish Kitchens,No,No,3.7,28,BTM,Casual Dining,"North Indian, Chinese",500,Dine-out
Champaran Spice,No,No,3.4,5,BTM,Quick Bites,North Indian,400,Dine-out
Tasty Magic,Yes,No,2.7,73,BTM,Casual Dining,"Chinese, North Indian",600,Dine-out
Bawarchi Inn,Yes,No,3.1,140,BTM,Casual Dining,"North Indian, Biryani, Andhra, Chinese",600,Dine-out
Delight Food,Yes,No,2.7,172,BTM,Casual Dining,"Andhra, Chinese, Biryani",450,Dine-out
Nandanam Family Restaurant,Yes,No,3.6,18,BTM,Quick Bites,"Kerala, Chinese, South Indian",350,Dine-out
Swaadam Veg,Yes,No,3.6,34,BTM,Casual Dining,"South Indian, Chinese",300,Dine-out
BBQ Ride 46,Yes,No,3.4,7,South Bangalore,Food Truck,BBQ,200,Dine-out
Insta Cafe,Yes,No,2.9,7,BTM,Cafe,"Cafe, Continental, Pizza, Italian, Beverages",400,Dine-out
Golden Grill Restaurant,No,No,3.5,18,BTM,Casual Dining,"Arabian, Chinese, North Indian, Kerala, Seafood",550,Dine-out
Nile Garden Restaurant,Yes,No,2.6,33,BTM,Casual Dining,"North Indian, Fast Food, Chinese, Beverages",500,Dine-out
Whooppeezz,No,No,4.0,372,BTM,Casual Dining,"Italian, Pizza",500,Dine-out
Invitation Bar & Restaurant,No,No,3.0,15,BTM,Bar,North Indian,1000,Dine-out
Flavour of China,Yes,No,3.8,254,BTM,Casual Dining,Chinese,550,Dine-out
New Grand Restaurant,Yes,No,3.1,11,BTM,Casual Dining,"North Indian, South Indian, Biryani",500,Dine-out
New Andhra Spice,Yes,No,3.6,22,BTM,Casual Dining,Andhra,600,Dine-out
Desi Vibes,Yes,No,3.7,46,BTM,Casual Dining,"North Indian, Chinese",600,Dine-out
HungerLoft,Yes,No,2.5,109,BTM,Casual Dining,"North Indian, Chinese, Arabian",800,Dine-out
Zanzibar - Davanam Sarovar Portico Suites,No,No,3.5,39,BTM,Bar,Finger Food,1200,Dine-out
Melt,No,No,4.0,115,BTM,Casual Dining,"Continental, Steak, Fast Food",1000,Dine-out
Hearts Unlock Cafe,No,No,3.2,11,BTM,Cafe,"Cafe, Healthy Food",500,Dine-out
Blue Berry Restaurant,No,No,2.9,17,BTM,Casual Dining,"North Indian, Kerala, Chinese",600,Dine-out
Cafe Coffee Day,No,No,3.3,15,BTM,Cafe,"Cafe, Fast Food",900,Dine-out
Cafe 221B,Yes,Yes,3.7,49,BTM,Cafe,"Cafe, Beverages",300,Dine-out
Neer Dosa Fish Land,No,No,3.6,39,BTM,Casual Dining,"Seafood, Mangalorean",600,Dine-out
Seekers Cafe,No,No,3.6,25,BTM,Casual Dining,"Italian, Continental",500,Dine-out
Dash In,No,No,3.1,53,BTM,Casual Dining,"North Indian, Chinese, Kerala",600,Dine-out
De Street Cafe,No,No,3.6,61,BTM,Cafe,Cafe,500,Dine-out
Cafe Hush,No,No,3.6,22,BTM,Cafe,"Cafe, Fast Food",500,Dine-out
Hunger Buds,No,No,3.5,10,BTM,Quick Bites,North Indian,250,Dine-out
Amaravati Grand,No,No,3.4,7,BTM,Casual Dining,"Chinese, Andhra, Mangalorean",550,Dine-out
Hyderabadi Biryani Corner,No,No,3.4,7,BTM,Quick Bites,"Hyderabadi, North Indian, Chinese",350,Dine-out
Amontron,Yes,No,3.9,438,BTM,Casual Dining,Bengali,650,Dine-out
100ÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ°C,No,No,3.7,41,BTM,Casual Dining,"Biryani, North Indian",450,Dine-out
Ma-Arya Family Restaurant,No,No,3.1,8,BTM,Casual Dining,"Biryani, South Indian, North Indian, Chinese, Andhra",600,Dine-out
Sri Durga Cane Fresh,No,No,3.4,5,BTM,Beverage Shop,"Juices, Beverages, Fast Food",100,Dine-out
Aha Juice Bar,No,No,3.6,13,BTM,Beverage Shop,"Beverages, Fast Food",200,Dine-out
Amravathi Restaurants & Caterers,No,No,3.1,6,BTM,Quick Bites,"North Indian, Chinese",400,Dine-out
Shater Grill House,No,No,3.5,8,BTM,Casual Dining,"North Indian, Arabian, Chinese",700,Dine-out
Benzys,No,No,3.2,6,BTM,Casual Dining,"Arabian, Chinese, Hyderabadi, Kerala",700,Dine-out
Nanna Munna,No,No,3.4,8,BTM,Quick Bites,"North Indian, Chinese",200,Dine-out
Bamboo Heights,No,No,3.7,112,BTM,Casual Dining,"Chinese, Fast Food, Continental",500,Dine-out
Zengi Pub & Restaurant,Yes,No,3.7,32,BTM,"Pub, Casual Dining","Finger Food, Continental, Chinese",900,Dine-out
Biggies Burger 'n' More,Yes,No,3.8,208,BTM,"Cafe, Quick Bites","Cafe, Burger, Beverages",650,Dine-out
PHEW (Play Hard Eat Wild),Yes,Yes,3.9,487,BTM,Cafe,"Continental, Lebanese, Middle Eastern, North Indian, Chinese, BBQ, Cafe",700,Dine-out
The 90s Hash House,No,No,3.8,63,BTM,Cafe,Cafe,500,Dine-out
Eatery Have U Been,Yes,No,3.4,35,BTM,"Cafe, Quick Bites","Cafe, Chinese, Fast Food, Burger, North Indian",500,Dine-out
Chai Point,Yes,No,4.0,113,BTM,"Beverage Shop, Quick Bites","Tea, Beverages, Fast Food",250,Dine-out
Odissi Restaurant,Yes,No,2.8,62,BTM,Casual Dining,"Oriya, Bengali",500,Dine-out
Krishna Sagar,Yes,No,3.9,52,BTM,Quick Bites,"South Indian, North Indian, Chinese",300,Dine-out
Sri Punjabi Dhaba,Yes,No,3.2,44,BTM,Dhaba,North Indian,400,Dine-out
Pizza Hut,Yes,No,3.3,19,BTM,Casual Dining,"Pizza, Fast Food",750,Dine-out
Grillopia,Yes,No,3.9,88,BTM,Quick Bites,"Italian, American, Fast Food, Wraps, Rolls, Salad",1000,Dine-out
Yum In My Tum,Yes,No,4.1,99,BTM,Quick Bites,"Chinese, Continental, Fast Food, Healthy Food",300,Dine-out
Biriyani Bhatti,Yes,No,3.7,21,BTM,Quick Bites,"Chinese, Hyderabadi, North Indian",400,Dine-out
Gyani Da Punjabi Dhaba,Yes,No,3.9,1189,BTM,Quick Bites,"North Indian, Chinese",500,Dine-out
Awesome Foods,Yes,No,3.7,23,BTM,Quick Bites,"Chinese, North Indian",300,Dine-out
Kalingas,Yes,No,3.9,179,BTM,Quick Bites,"Oriya, Fast Food",250,Dine-out
Muthashy's,Yes,No,4.2,465,BTM,Quick Bites,"Kerala, South Indian, Chinese",400,Dine-out
Swadista Aahar,Yes,No,4.1,783,BTM,Quick Bites,"South Indian, North Indian, Chinese, Street Food",300,Dine-out
Kannur Food Point,No,No,4.0,137,BTM,Quick Bites,"Kerala, North Indian",200,Dine-out
Aramane Donne Biriyani,Yes,No,3.9,191,BTM,Quick Bites,"Biryani, Fast Food",300,Dine-out
Ambur Star Briyani,Yes,No,3.5,383,BTM,Quick Bites,"Biryani, Kebab",400,Dine-out
The Shawarma Shop,Yes,No,4.1,381,BTM,Quick Bites,Arabian,250,Dine-out
Litti Twist,Yes,No,4.2,465,BTM,Quick Bites,"North Indian, Bihari",300,Dine-out
KFC,Yes,No,3.9,348,BTM,Quick Bites,"Burger, Fast Food",400,Dine-out
Domino's Pizza,Yes,No,4.1,521,BTM,Quick Bites,"Pizza, Fast Food",400,Dine-out
YummRajj,Yes,No,3.3,42,BTM,Quick Bites,Fast Food,500,Dine-out
Amaravati,No,No,3.6,39,BTM,Quick Bites,"North Indian, Chinese",400,Dine-out
Faasos,Yes,No,3.9,441,BTM,Quick Bites,"North Indian, Biryani, Fast Food",500,Dine-out
Appana Restaurant,Yes,No,3.5,11,BTM,Quick Bites,North Indian,300,Dine-out
Petoo,Yes,No,4.0,23,BTM,Quick Bites,"North Indian, Fast Food, Beverages",400,Dine-out
The Cake Lair,Yes,No,3.5,9,BTM,Quick Bites,"Bakery, Fast Food, Beverages",600,Dine-out
Roti Wala,Yes,No,4.0,199,BTM,Quick Bites,North Indian,300,Dine-out
Vyanjan,Yes,No,3.9,201,BTM,Quick Bites,"North Indian, Street Food",300,Dine-out
Ashirvaad Grand,Yes,No,4.0,113,BTM,Quick Bites,"Chinese, North Indian, South Indian",400,Dine-out
Manchu Cafe,Yes,No,3.8,22,BTM,Quick Bites,"Chinese, Fast Food, Asian, Beverages, Nepalese, Tibetan",300,Dine-out
New Tasty Cafeteria,Yes,No,3.8,376,BTM,Quick Bites,"North Indian, Chinese, Arabian, Rolls, Juices",500,Dine-out
Nadan Thattukada,Yes,No,3.7,35,BTM,Quick Bites,"Kerala, Chinese",200,Dine-out
New Limra Hotel,No,No,3.4,5,BTM,Quick Bites,"South Indian, Biryani, Fast Food",200,Dine-out
Gorbandh,Yes,No,4.0,84,BTM,Quick Bites,"Fast Food, North Indian",400,Dine-out
Just Sandwiches,Yes,No,3.6,10,BTM,Quick Bites,Sandwich,100,Dine-out
Shri Ram Sweet Centre,No,No,4.0,160,BTM,"Quick Bites, Sweet Shop","Street Food, Mithai",150,Dine-out
Bangalore Star Biriyani,No,No,3.4,7,BTM,Quick Bites,"Biryani, Chinese, North Indian",300,Dine-out
Tarbouche,Yes,No,3.8,12,BTM,Quick Bites,"Turkish, Rolls",300,Dine-out
JP Fish Land,Yes,No,3.6,24,BTM,Quick Bites,Seafood,300,Dine-out
Anda Ka Funda,Yes,No,3.2,64,BTM,Quick Bites,"North Indian, Chinese, Rolls",250,Dine-out
Poha House,Yes,No,3.6,6,BTM,Quick Bites,Maharashtrian,200,Dine-out
New South Corner,Yes,No,3.7,20,BTM,Quick Bites,"South Indian, North Indian, Chinese",300,Dine-out
Kabab Magic,Yes,No,3.9,879,BTM,Quick Bites,"North Indian, Kebab, Fast Food",500,Dine-out
Swad Punjab Da,Yes,No,4.1,128,BTM,Quick Bites,North Indian,150,Dine-out
RB Food Point,Yes,No,3.7,31,BTM,Quick Bites,"North Indian, Chinese",300,Dine-out
The Food Cottage,Yes,No,3.7,48,BTM,Quick Bites,"Hyderabadi, North Indian",350,Dine-out
Taste Of Kolkata,Yes,No,3.1,59,BTM,Quick Bites,"Bengali, Chinese, Rolls",400,Dine-out
Afghani Tandoori Hub,Yes,No,3.6,14,BTM,Quick Bites,"Arabian, Afghan",400,Dine-out
Bansuri Sweets,No,No,3.8,110,BTM,Quick Bites,"Street Food, North Indian",200,Dine-out
Pathaan Sir,Yes,No,3.9,183,BTM,Quick Bites,"Fast Food, Rolls, Momos",250,Dine-out
Just Shawarma,Yes,No,3.9,201,BTM,Quick Bites,Arabian,300,Dine-out
Al Hayath,No,No,3.5,17,BTM,Quick Bites,"North Indian, Chinese",200,Dine-out
Chaatimes,Yes,No,3.4,46,BTM,Quick Bites,"Street Food, Fast Food",200,Dine-out
Sagar Fast Food,Yes,No,3.7,66,BTM,Quick Bites,"South Indian, Chinese, North Indian",300,Dine-out
Zeeshan,Yes,No,2.8,178,BTM,Quick Bites,"North Indian, Mughlai, Biryani, Rolls",700,Dine-out
Bake and Juice,Yes,No,3.5,15,BTM,Quick Bites,"Fast Food, Beverages",400,Dine-out
Taste Of Malabar,Yes,No,3.6,23,BTM,Quick Bites,"South Indian, Kerala, Chinese",350,Dine-out
Hungry Lee,No,No,4.1,358,BTM,Quick Bites,"Chinese, Thai, Asian",500,Dine-out
Kairali,Yes,No,3.9,170,BTM,Quick Bites,"Kerala, South Indian, Seafood, Biryani",300,Dine-out
BTM Ghar ka Khana,No,No,3.7,126,BTM,Quick Bites,North Indian,200,Dine-out
Rolls On Wheels,No,No,3.5,13,BTM,Quick Bites,"Fast Food, Rolls, Momos",200,Dine-out
Indori Chatorey,Yes,No,2.8,138,BTM,Quick Bites,"North Indian, Street Food",300,Dine-out
Daniyal's,Yes,No,3.1,42,BTM,Quick Bites,"North Indian, Biryani, Mughlai, Kebab",800,Dine-out
Joon Restaurant,Yes,No,3.7,31,BTM,Quick Bites,"Arabian, Chinese, North Indian, Kerala, Juices",400,Dine-out
The Biriyani Pedia,Yes,No,3.9,56,BTM,Quick Bites,Biryani,300,Dine-out
Body Temple,Yes,No,3.3,12,BTM,Quick Bites,Healthy Food,500,Dine-out
Rajveena Kitchen,Yes,No,3.7,27,BTM,Quick Bites,"North Indian, Fast Food, Biryani, Chinese",500,Dine-out
The Hungers Zone,Yes,No,3.8,57,BTM,Quick Bites,"Fast Food, Italian, Pizza",300,Dine-out
Baba Ka Dhaba,Yes,No,3.7,195,BTM,Quick Bites,North Indian,400,Dine-out
RK Fresh Food,Yes,No,3.5,13,BTM,Quick Bites,Fast Food,300,Dine-out
Royal Biryani Kitchen,Yes,No,3.9,187,BTM,Quick Bites,"Biryani, North Indian, Kebab",600,Dine-out
Rayaan's BBQ,Yes,No,3.3,6,BTM,Quick Bites,"North Indian, BBQ",350,Dine-out
Dev's Gugababa,Yes,No,3.5,177,BTM,Quick Bites,"Bengali, North Indian, Chinese",500,Dine-out
Funky Punjab,Yes,No,3.9,124,BTM,Quick Bites,"North Indian, Chinese",400,Dine-out
Sri Nandi Grand,Yes,No,3.4,6,BTM,Quick Bites,"North Indian, South Indian",300,Dine-out
Bisimillah Biriyani,No,No,3.5,11,BTM,Quick Bites,"Biryani, Fast Food",300,Dine-out
Kesar Sweet Shop and Fast Food,No,No,4.0,213,BTM,Quick Bites,"North Indian, South Indian, Chinese, Street Food, Mithai",500,Dine-out
New Mahesh Friends Food Corner,Yes,No,3.3,48,BTM,Quick Bites,"North Indian, Chinese",300,Dine-out
Paratha Plaza,Yes,No,3.0,96,BTM,Quick Bites,"North Indian, Chinese",300,Dine-out
Arabian Bites,Yes,No,3.4,24,BTM,Quick Bites,"North Indian, Chinese",300,Dine-out
New Kabab Zone,No,No,3.5,39,BTM,Quick Bites,"North Indian, Fast Food",500,Dine-out
